isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,description_length,book_age,tag_clean
9780007267576,0007267576,Your Heart Belongs to Me,,Dean Ray Koontz,Heart,https://books.google.com/books/content?id=lBX7OAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At 34 Ryan Perry suddenly finds himself on a waiting list for a heart transplant. Although he keeps working and looks fit, his condition is deteriorating. He's in an ever-tighter medical corner, and his girlfriend Samantha, who had been so supportive, suddenly can't take the pressure; she leaves. Nevertheless, Ryan manages to remain upbeat, and his reward is well deserved. He receives a new heart, and the transplant is a success. One year later, Ryan has never felt better. He is dealing well with business problems, even with the mystery of Samantha's continuing coolness. Life is good, very good. Except for ... troubles connected to the heart. His new, fine, healthy, feel-good heart. It began with heart-shaped tokens in the mail, a feeling of being watched. Someone, not Ryan, transfers $100,000 from his bank account to the cardiology department of a local hospital - how is this possible? Samantha accuses him of making ugly phone calls in the middle of the night - how could she think this, he loves her! Becoming more watchful himself, Ryan more than once glimpses a mysterious woman whom he tries to follow, but she is too circumspect even for the detective he hires to follow her. He has nothing to take to the police. Instead, by an extraordinary effort, he uncovers the identity of the donor of ... the heart. His heart. A photo shows someone who looks awfully like the mysterious woman ... who now lets him know that everything will be taken from him: his money, his reputation, his friends, his freedom; and ultimately his heart will be cut out of him because of whose heart he received. In grave danger, profoundly troubled, Ryan will face up to the woman and get her out of his life. Prepare for the unexpected in this compelling and fast-paced thriller from the master of suspense.",2008,4.5,400.0,,310,18,heart
9780007274444,0007274440,Brida,,Paulo Coelho,Fiction,https://books.google.com/books/content?id=r0HaSJRLor4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The spellbinding new novel from one of the world's best-loved authors, Paulo Coelho, recounting the story of Brida, and her pursuit of wisdom.",2008,4.5,276.0,,23,18,fiction
9780007281800,0007281803,The Pocket Dangerous Book for Boys,Wonders of the World,Conn Iggulden;Hal Iggulden,Natural history,https://books.google.com/books/content?id=VzxYPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Continuing the momentum of ""The Dangerous Book for Boys"" phenomenon, this pocket-sized reference guide is filled with endless hours of hands-on activities that boys will want to take everywhere.",2008,4.5,298.0,,29,18,natural history
9780007290277,0007290276,The Inheritance,,Robin Hobb,Fiction,https://books.google.com/books/content?id=9A6LZEn5HwsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A collection of novellas and stories from one of the most critically acclaimed authors in the fantasy genre, Robin Hobb. Including work written under her pseudonym, Megan Lindholm.",2011,4.5,23.0,,28,15,fiction
9780007290727,0007290721,Last Chance to See,,Douglas Adams;Mark Carwardine;Stephen Fry,Endangered species,https://books.google.com/books/content?id=JZRRPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Join zoologist Mark Carwardine and Britain's best-loved wit and raconteur, Stephen Fry, as they follow in their great friend Douglas Adams' footsteps, in search of some of the rarest and most threatened animals on Earth.",2009,4.5,298.0,,35,17,endangered species
9780007296903,0007296908,15 Seconds,,Andrew Gross,Florida,https://books.google.com/books/content?id=gDtnMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dr. Henry Steadman has it all: a booming business, a daughter he loves, and plenty of time to enjoy life. But while visiting upstate Florida, a police stop ends in the shooting of a local cop- with Henry the prime suspect. Framed for a second murder, this time of a close friend, Henry goes on the run. His only lifeline is state-trooper Carrie Holmes, no stranger to tragedy. who can help prove his innocence. But they are in a dead end. the police are closing in, the killer is getting away. This is not just a set up, it's far more personal. Henry's nightmare is complete when his daughter is kidnapped. Suddenly, survival is not enough, he must save his daughter. Everything has been taken away from him, but now Henry has nothing to lose.",2012,4.5,464.0,,135,14,florida
9780007302161,0007302169,The Faceless Ones,,Derek Landy,Juvenile Fiction,https://books.google.com/books/content?id=AlEpTA07FZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Meet Skulduggery Pleasant: detective, sorcerer, warrior. Oh yes. And dead. If you've read the previous Skulduggery books then you know what the Faceless Ones are - and if you know what the Faceless Ones are, then you can probably take a wild guess that things in this book are going to get AWFULLY sticky for our skeletal hero and his young sidekick. If you haven't read the previous Skulduggery books then what are you doing reading this? Go and read them right now, so that you know what all that stuff in the previous paragraph was about. Done? Good. So now you're on tenterhooks too, desperately awaiting the answers to all your questions, and instead you're going to have to wait to read the book. Sorry about that.",2009,4.5,404.0,,128,17,juvenile fiction
9780007308149,0007308140,The Last Theorem,,Arthur C. Clarke;Frederik Pohl,Fiction,https://books.google.com/books/content?id=e3_iBBpd8yQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The final work from the brightest star in science fiction’s galaxy. Arthur C Clarke, who predicted the advent of communication satellites and author of 2001: A Space Odyssey completes a lifetime career in science fiction with a masterwork.",2008,3.0,23.0,1.0,38,18,fiction
9780007317615,0007317611,Coco Chanel,The Legend and the Life,Justine Picardie,Biography & Autobiography,https://books.google.com/books/content?id=AHyGviMeazUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Peels away the layers of romance and myth to reveal the woman who shaped modern fashion, drawing from research in the Chanel archives and an exclusive interview with Chanel's successor, Karl Lagerfeld.",2010,4.5,21.0,,32,16,biography & autobiography
9780007323111,0007323115,Prince Caspian,,Clive Staples Lewis,Fiction,https://books.google.com/books/content?id=OqW7183UykkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A beautiful paperback edition of Prince Caspian, book four in the classic fantasy series, The Chronicles of Narnia. This edition is complete with cover and interior art by the original illustrator, Pauline Baynes. The Pevensie siblings are back to help a prince denied his rightful throne as he gathers an army in a desperate attempt to rid his land of a false king. But in the end, it is a battle of honour between two men alone that will decide the fate of an entire world. A battle is about to begin in Prince Caspian, the fourth book in C. S. Lewis's classic fantasy series, which has been enchanting readers of all ages for over sixty years. This is a stand-alone novel, but if you would like to see more of Prince Caspian's adventures, read The Voyage of the Dawn Treader, the fifth book in The Chronicles of Narnia.",2009,4.5,242.0,,149,17,fiction
9780007323388,0007323387,Seven Years in Tibet,,Heinrich Harrer,Travel,https://books.google.com/books/content?id=0UbQ_UOZrMYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A landmark in travel writing, this is the incredible true story of Heinrich Harrer’s escape across the Himalayas to Tibet, set against the backdrop of the Second World War.",2010,3.0,444.0,1.0,29,16,travel
9780007323432,0007323433,"Murder at the Savoy (The Martin Beck series, Book 6)",,Maj Sjöwall;Per Wahlöö,Fiction,https://books.google.com/books/content?id=t8VRnQ1UdvoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The sixth thrilling installment in the Martin Beck detective series from the 1960s – the novels that have inspired all Scandinavian crime fiction.,2009,4.5,15.0,,23,17,fiction
9780007333936,0007333935,The Cracking Code Book,,Simon Singh,Unknown,https://books.google.com/books/content?id=3MW7PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"How to make it, break it, hack it, crack it.The secret history of codes and code breaking. Simon Singh’s best-selling title The Code Book now re-issued for the young-adult market.",2009,4.5,272.0,,30,17,unknown
9780007346295,0007346298,Coco Chanel: The Legend and the Life,,Justine Picardie,Biography & Autobiography,https://books.google.com/books/content?id=GjSE0oTT9uMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Justine Picardie has spent the last decade puzzling over the truth about Coco Chanel, attempting to peel away the accretions of romance and lies. In this critically acclaimed, bestselling biography she shares the history of the incredible woman who created the way we look now.",2010,4.5,21.0,,45,16,biography & autobiography
9780007353132,0007353138,Blow by Blow,The Story of Isabella Blow,Detmar Blow;Tom Sykes,Celebrities,https://books.google.com/books/content?id=4b45cAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Isabella Blow was the epitome of English eccentricity. A legendary figure in the fashion world, she nurtured and championed the talent of some of fashion's most recognisable and important figures, all the time hiding her own personal unhappiness and severe depression. This is her story, told by her husband, Detmar.",2011,4.5,293.0,,50,15,celebrities
9780007353989,0007353987,"Lost Souls (Dean Koontz’s Frankenstein, Book 4)",,Dean Koontz,Fiction,https://books.google.com/books/content?id=xfzlsNaugukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SOMEONE NEW IS PLAYING GOD The Frankenstein story updated to the 21st century by the great American storyteller Dean Koontz.,2010,4.5,370.0,,20,16,fiction
9780007354733,0007354738,Destination Unknown,,Agatha Christie,Conspiracy,https://books.google.com/books/content?id=KgohQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a number of leading scientists disappear without trace, concern grows within the intelligence services. Are they being kidnapped? Blackmailed? One woman appears to hold the key to the mystery. Unfortunately, Olive Betterton now lies dying from injuries sustained in a Moroccan plane crash.",2011,4.5,298.0,,44,15,conspiracy
9780007355259,0007355254,"Abarat 2: Days of Magic, Nights of War",,Clive Barker,Fiction,https://books.google.com/books/content?id=vCmjksIxtDEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A dazzling fantasy adventure for all ages, the second part of a quartet appearing at two yearly intervals, richly illustrated by the author. Film rights sold to Disney for $8 million on the paintings alone.",2009,4.0,31.0,1.0,35,17,fiction
