isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9780007119356,Appointment with Death,Agatha Christie,"A repugnant Amercian widow is killed during a trip to Petra... Among the towering red cliffs of Petra, like some monstrous swollen Buddha, sat the corpse of Mrs Boynton. A tiny puncture mark on her wrist was the only sign of the fatal injection that had killed her. With only 24 hours available to solve the mystery, Hercule Poirot recalled a chance remark he'd overheard back in Jerusalem: 'You see, don't you, that she's got to be killed?' Mrs Boynton was, indeed, the most detestable woman he'd ever met...",Detective and mystery stories,detective and mystery stories,http://books.google.com/books/content?id=lSYwsRkcw4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,24859.0,2001,303.0,89,23,0.0005,0.0209,0.0152,0.0401,0.0033,0.9113,0.0087,"disgust,fear"
9780007120680,Hallowe'en Party,Agatha Christie,"No one believes a little girl when she insists that she has witnessed a murder until she herself turns up drowned, and Hercule Poirot sets out to catch the killer.","Poirot, Hercule (Fictitious character)","poirot, hercule (fictitious character)",http://books.google.com/books/content?id=Qlx98EGK_jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,18820.0,2001,336.0,30,23,0.0039,0.0551,0.1734,0.285,0.0059,0.1809,0.2958,"neutral,fear"
9780007120697,Hercule Poirot's Christmas,Agatha Christie,"On the night before Christmas, cruel, tyrannical, filthy-rich Simeon Lee is found in his locked bedroom with his throat cut. Now Hercule Poirot must put his deductive powers to the test to solve one of his most chilling cases--and to prevent a clever killer from spilling more blood.",Christmas stories,christmas stories,http://books.google.com/books/content?id=EA0j4Jzn4vAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,23113.0,2001,335.0,48,23,0.0015,0.0189,0.0797,0.4959,0.0062,0.3808,0.0168,"fear,disgust"
9780007120819,The Big Four,Agatha Christie,"A ruthless international cartel seeks world domination... Framed in the doorway of Poirot's bedroom stood an uninvited guest, coated from head to foot in dust. The man's gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about 'Number Four'.",Detective and mystery stories,detective and mystery stories,http://books.google.com/books/content?id=wcOQUSWQEdUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,22155.0,2002,272.0,89,22,0.0015,0.026,0.0161,0.3222,0.5651,0.0172,0.0518,"surprise,fear"
9780007120864,The Thirteen Problems,Agatha Christie,The Tuesday Night Club is a venue where locals challenge Miss Marple to solve recent crimes... One Tuesday evening a group gathers at Miss Marple's house and the conversation turns to unsolved crimes... The case of the disappearing bloodstains; the thief who committed his crime twice over; the message on the death-bed of a poisoned man which read 'heap of fish'; the strange case of the invisible will; a spiritualist who warned that 'Blue Geranium' meant death... Now pit your wits against the powers of deduction of the 'Tuesday Night Club'.,"Detective and mystery stories, English","detective and mystery stories, english",http://books.google.com/books/content?id=MK9JNwoZAncC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,12840.0,2002,315.0,91,22,0.0058,0.0252,0.0935,0.53,0.0808,0.0714,0.1933,"fear,neutral"
9780007120871,They Do it with Mirrors,Agatha Christie,"A man is shot at in a juvenile reform home - but someone else dies... Miss Marple senses danger when she visits a friend living in a Victorian mansion which doubles as a rehabilitiation centre for delinquents. Her fears are confirmed when a youth fires a revolver at the administrator, Lewis Serrocold. Neither is injured. But a mysterious visitor, Mr Gilbrandsen, is less fortunate - shot dead simultaneously in another part of the building. Pure coincidence? Miss Marple thinks not, and vows to discover the real reason for Mr Gilbrandsen's visit.",American fiction,american fiction,http://books.google.com/books/content?id=HUuQYGppZi8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,415.0,2002,284.0,91,22,0.0018,0.0318,0.0133,0.8842,0.0436,0.0056,0.0197,"fear,surprise"
9780007120963,A Murder is Announced,Agatha Christie,"The villagers of Chipping Cleghorn are amazed by an advertisement in the local paper which reads ""A murder is announced and will take place on Friday October 29th, at Little Paddocks at 6.30pm. Unable to resist, a crowd begins to gather at the house at the appointed time. But when a man is killed in what looks like an attempted robbery, Miss Marple becomes involved.","Detective and mystery stories, English","detective and mystery stories, english",http://books.google.com/books/content?id=QEEvzeAkdzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,680.0,2002,382.0,65,22,0.0012,0.004,0.0073,0.0098,0.9638,0.0074,0.0065,"surprise,fear"
9780007120987,The Mirror Crack'd from Side to Side,Agatha Christie,"One Minute, Silly Heather Badcock Had Been Gabbling On At Her Movie Idol, The Glamorous Marina Gregg. The Next, Heather Suffered A Massive Seizure. But For Whom Was The Deadly Poison Really Intended? Marina S Frozen Expression Suggested She Had Witnessed Something Horrific. But, While Others Searched For Material Evidence, Jane Marple Conducted A Very Different Investigation Into Human Nature.","Marple, Jane (Fictitious character)","marple, jane (fictitious character)",http://books.google.com/books/content?id=lTYId7FIJEsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91,23249.0,2002,351.0,60,22,0.0026,0.0882,0.0096,0.8334,0.0107,0.0444,0.0111,"fear,sadness"
9780007121007,Mrs McGinty's Dead,Agatha Christie,"An old widow is brutally killed in the parlour of her cottage... Mrs McGinty died from a brutal blow to the back of her head. Suspicion fell immediately on her shifty lodger, James Bentley, whose clothes revealed traces of the victim's blood and hair. Yet something was amiss: Bentley just didn't look like a murderer. Poirot believed he could save the man from the gallows - what he didn't realise was that his own life was now in great danger...",Belgians,belgians,http://books.google.com/books/content?id=gcS0d5HhGEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,525.0,2002,328.0,80,22,0.001,0.1831,0.2859,0.2251,0.0127,0.2766,0.0157,"anger,disgust"
9780007121014,Taken at the Flood,Agatha Christie,"A Few Weeks After Marrying An Attractive Young Widow, Gordon Cloade Is Tragically Killed By A Bomb Blast In The London Blitz. Overnight, The Former Mrs Underhay Finds Herself In Sole Possession Of The Cloade Family Fortune. Shortly Afterwards, Hercule Poirot Receives A Visit From The Dead Man S Sister-In-Law Who Claims She Has Been Warned By Spirits That Mrs Underhay S First Husband Is Still Alive. Poirot Has His Suspicions When He Is Asked To Find A Missing Person Guided Only By The Spirit World. Yet What Mystifies Poirot Most Is The Woman S True Motive For Approaching Him&",Fiction,fiction,http://books.google.com/books/content?id=3gWlxIFlMEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,8852.0,2002,352.0,100,22,0.0022,0.9095,0.0024,0.0596,0.0136,0.0015,0.0112,"sadness,fear"
9780007121021,The Hollow,Agatha Christie,"Lucy Angkatell Invited Hercule Poirot To Lunch. To Tease The Great Detective, Her Guests Stage A Mock Murder Beside The Swimming Pool. Unfortunately, The Victim Plays The Scene For Real. As His Blood Drips Into The Water, John Christow Gasps One Final Word: Henrietta . In The Confusion, A Gun Sinks To The Bottom Of The Pool. Poirot S Enquiries Reveal A Complex Web Of Romantic Attachments. It Seems Everyone In The Drama Is A Suspect And Each A Victim Of Love.",Detective and mystery stories,detective and mystery stories,http://books.google.com/books/content?id=-f1h4e0hl0oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,13022.0,2002,384.0,82,22,0.0025,0.8982,0.003,0.033,0.0203,0.0087,0.0343,"sadness,neutral"
9780007121106,Third Girl,Agatha Christie,"A perplexed girl thinks she might have killed someone... Three single girls shared the same London flat. The first worked as a secretary; the second was an artist; the third who came to Poirot for help, disappeared convinced she was a murderer. Now there were rumours of revolvers, flick-knives and blood stains. But, without hard evidence, it would take all Poirot's tenacity to establish whether the third girl was guilty innocent or insane...",Belgians,belgians,http://books.google.com/books/content?id=Dbh7nUkG_6cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,13705.0,2002,365.0,73,22,0.0029,0.0162,0.1648,0.0616,0.1253,0.1738,0.4555,"neutral,disgust"
9780007122585,The Secret of Chimneys,Agatha Christie,A young drifter finds more than he bargained for when he agrees to deliver a parcel to an English country house...,"Battle, Superintendent (Fictitious character)","battle, superintendent (fictitious character)",http://books.google.com/books/content?id=1OluX5g96OcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,11110.0,2001,400.0,21,23,0.0084,0.0406,0.0963,0.0187,0.0289,0.7053,0.1017,"disgust,neutral"
9780007126903,The Metaphysical Club,Louis Menand,"In an absorbing narrative about personalities and social history, Menand discusses the Metaphysical Club, an informal group that met in Cambridge, Massachusetts, in 1872, to talk about ideas. Members included Oliver Wendell Holmes, Jr., William James, and Charles Sanders Peirce. 21 photos.",Cambridge (Mass.),cambridge (mass.),http://books.google.com/books/content?id=C3Gkwi3SfmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,3311.0,2002,560.0,42,22,0.3559,0.0102,0.0042,0.0106,0.1031,0.0196,0.4964,"neutral,joy"
9780007129652,Wilkins' Tooth,Diana Wynne Jones,"OWN BACK LIMITEDREVENGE ARRANGED, PRICE ACCORDING TO TASK, ALL DIFFICULT TASKS UNDERTAKEN, TREASURE HUNTED, ETC. It seemed like a marvellous scheme at the time! Frank and Jess had set up the business because they needed money - their pocket-money had been stopped just when Frank owed Buster Knell ten pence. Their father had put a quick stop to ERRANDS RUN, so why not try something that was bad instead? Offering to do dreadful things that other people didn't dare to do? So they pinned up the notice on the potting-shed and waited for customers. But of course, nothing's ever THAT straightforward.",Business enterprises,business enterprises,http://books.google.com/books/content?id=lXUSHqQfOD8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59,69.0,2002,207.0,101,22,0.0078,0.0132,0.2229,0.541,0.012,0.1544,0.0487,"fear,anger"
9780007130313,Cut,Patricia McCormick,"Fifteen-year old Callie is so withdrawn that she's not speaking to anyone - including her therapist at Sea Pines, known to its guests as 'Sick Minds' - the residential treatment facility where her parents and doctor send her after discovering that she cuts herself. Her story unfolds primarily through dramatic monologues, gradually revealing the family turmoil that led to her self-destructive behaviour.",Emotional problems,emotional problems,http://books.google.com/books/content?id=Q140Mlie138C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,107.0,2002,173.0,62,22,0.0016,0.7508,0.011,0.0452,0.0063,0.1371,0.048,"sadness,disgust"
9780007135653,The Lord of the Rings,Gary Russell,"With complete access to artwork created over a five-year period, this guide illustrates the creative development of The Return of the King. It contains over 600 images, from the earliest pencil sketches and conceptual drawings to magnificent paintings, sculptures and digital imagery that shaped the look of the film. Contributing artists include John Howe and Alan Lee, artists who have inspired Peter Jackson's vision of Middle-earth and worked with him to bring the trilogy to the big screen. Peter Jackson himself provides the afterword in which he discusses the importance of the conceptual art to the film. It covers most aspects of the eagerly awaited finale to the enormously successful trilogy, from locations and costumes to weaponry and creatures. The artists who created all of these diverse elements explain how they contributed to the development of the film.",Characters and characteristics in motion pictures,characters and characteristics in motion pictures,http://books.google.com/books/content?id=oEZ6AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.54,28.0,2004,224.0,138,20,0.0263,0.0022,0.0046,0.0013,0.0147,0.0066,0.9443,"neutral,joy"
